name	rank	last_changed	profile_group	habitat	flying	diet

Hyalomma marginatum	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Hybomitra aterrima	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Hybomitra bimaculata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	parasite

Hybomitra expollicata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	herbivore

Hybomitra lasiophthalma	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	parasite

Hydrachna conjecta	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	parasite

Hydrachna cruenta	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	parasite

Hydropsyche angustipennis	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	herbivore

Hydrotaea irritans	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	detritivore

Hydryphantes ruber	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	carnivore

Hygrobates fluviatilis	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater, urban	no	carnivore

Hygrobates longipalpis	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater	no	herbivore

Hygrobates setosus	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater, urban	no	carnivore

Hylastes nigrinus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Hyles lineata	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Hylobius abietis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Hylotrupes bajulus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Hylurgops palliatus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	carnivore

Hypera postica	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Hyperaspis binotata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	carnivore

Hypogastrura nivicola	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	detritivore

Hysterocrates gigas	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Hystrichopsylla schefferi	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Ichneumon eumerus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	yes	parasite

Idea leuconoe	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Ideobisium thorelli	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	carnivore

Idiocerus vitreus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Idolomantis diabolica	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Illacme plenipes	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	soil	no	herbivore

Ilyocypris gibba	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	detritivore

Incisitermes minor	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Inocellia crassicornis	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Inocellia fulvostigmata	GenusAndSpecies	2025-05-01 23:11:52	Raphidioptera	forest	yes	carnivore

Ips avulsus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Ips cembrae	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Ips grandicollis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Ips pini	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	herbivore

Ips typographus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	grassland	no	detritivore

Ischnoptera deropeltiformis	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Ischnosoma splendidum	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	carnivore

Ischnura elegans	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Ischnura ramburii	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater, urban	yes	herbivore

Ischnura verticalis	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater, urban	yes	carnivore

Ischyropsalis kollari	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	carnivore

Isoentomon hauseri	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Isometrus maculatus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	carnivore

Isonychia bicolor	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Isoperla grammatica	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	freshwater	yes	carnivore

Isotoma viridis	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Issus coleoptratus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest	no	parasite

Ixodes hexagonus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Ixodes holocyclus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Ixodes pacificus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Ixodes ricinus	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Ixodes scapularis	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Ixodes uriae	GenusAndSpecies	2025-05-01 23:11:52	Ixodida	forest, soil	no	parasite

Japyx solifugus	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	carnivore

Japyx subterraneus	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	herbivore

Julus terrestris	GenusAndSpecies	2025-05-01 23:11:52	Diplopoda	soil	no	herbivore

Junonia coenia	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Kaloketos pilosus	GenusAndSpecies	2025-05-01 23:11:52		marine	no	detritivore

Kalotermes flavicollis	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	forest	no	herbivore

Kenitentomon kibwezi	GenusAndSpecies	2025-05-01 23:11:52	Entognatha	soil	no	detritivore

Kheper aegyptiorum	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Krendowskia tuberculata	GenusAndSpecies	2025-05-01 23:11:52		marine	no	herbivore

Labia minor	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	omnivore

Labidura japonica	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	carnivore

Labidura riparia	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	carnivore

Labidura truncata	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	omnivore

Labidus coecus	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	carnivore

Labidus praedator	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

Lachesilla pedicularia	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Lachesilla quercus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Lamprima aurata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Lamprochernes chyzeri	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	herbivore

Lampyris noctiluca	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	carnivore

Laphria flava	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	herbivore

Laphria thoracica	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	carnivore

Larca granulata	GenusAndSpecies	2025-05-01 23:11:52		soil	no	detritivore

Lasiodora parahybana	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Lasioglossum leucozonium	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Lathrobium brunnipes	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Latrodectus mactans	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Lebia grandis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Lechytia hoffi	GenusAndSpecies	2025-05-01 23:11:52	Pseudoscorpiones	soil	no	carnivore

Leiobunum rotundum	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	omnivore

Leiobunum vittatum	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	omnivore

Leiurus quinquestriatus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	carnivore

Lemurpediculus verruculosus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest, grassland	no	parasite

Lepidocyrtus lignorum	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Lepidostoma hirtum	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater	yes	detritivore

Lepidurus apus	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	omnivore

Lepidurus arcticus	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Lepidurus bilobatus	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	omnivore

Lepidurus couesii	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater, urban	no	detritivore

Lepidurus cryptus	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	herbivore

Lepidurus mongolicus	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	desert, freshwater	no	omnivore

Lepidurus packardi	GenusAndSpecies	2025-05-01 23:11:52	Branchiopoda	freshwater	no	detritivore

Lepinotus patruelis	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	forest	no	detritivore

Lepisma baeticum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Lepisma insularis	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Lepisma saccharina	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	herbivore

Lepisma saccharinum	GenusAndSpecies	2025-05-01 23:11:52	Zygentoma	soil	no	detritivore

Leptocythere pellucida	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	marine	no	herbivore

Leptogenys processionalis	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	carnivore

Leptoglossus occidentalis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Leptophlebia vespertina	GenusAndSpecies	2025-05-01 23:11:52	Ephemeroptera	freshwater	yes	negavore

Leptopsylla segnis	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	parasite

Leptotrombidium deliense	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	forest, soil	no	carnivore

Leptusa fumida	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Lestes sponsa	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	carnivore

Lestremia cinerea	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	detritivore

Lethocerus albinus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Lethocerus americanus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, freshwater	no	parasite

Lethocerus annulipes	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater, soil	no	parasite

Lethocerus deyrollei	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	parasite

Lethocerus griseus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater, grassland, soil	no	parasite

Lethocerus indicus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Lethocerus insulanus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater, grassland	no	herbivore

Lethocerus medius	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	parasite

Lethocerus patruelis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Lethocerus uhleri	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Leucophaea maderae	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	detritivore

Leuctra fusca	GenusAndSpecies	2025-05-01 23:11:52	Plecoptera	forest, freshwater	yes	herbivore

Liatongus militaris	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, freshwater, soil, urban	no	herbivore

Libellula depressa	GenusAndSpecies	2025-05-01 23:11:52	Odonata	forest, freshwater	yes	herbivore

Ligidium hypnorum	GenusAndSpecies	2025-05-01 23:11:52	Malacostraca	freshwater	no	herbivore

Limnephilus lunatus	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	forest, freshwater	yes	detritivore

Limnesia koenikei	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	forest, freshwater	yes	detritivore

Limnesia undulata	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater, soil	yes	herbivore

Limnochares aquatica	GenusAndSpecies	2025-05-01 23:11:52	Trombidiformes	freshwater, soil	no	herbivore

Limnoporus notabilis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, freshwater	no	herbivore

Limotettix vaccinii	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland, freshwater	no	herbivore

Linognathus vituli	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland, freshwater	no	detritivore

Liothrips urichi	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland, freshwater	no	detritivore

Liposcelis bostrychophila	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil, urban, forest	yes	detritivore

Locusta migratoria	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland, freshwater	no	herbivore

Loensia variegata	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	detritivore

Lophyra flexuosa	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Loricera pilicornis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Loxoblemmus doenitzi	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	detritivore

Loxoconcha tumida	GenusAndSpecies	2025-05-01 23:11:52	Ostracoda	freshwater	no	herbivore

Loxosceles reclusa	GenusAndSpecies	2025-05-01 23:11:52	Araneae	soil	no	carnivore

Lucanus capreolus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	detritivore

Lucanus cervus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Lucanus elaphus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Lucanus formosanus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	herbivore

Lucanus maculifemoratus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	detritivore

Lucidota atra	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Lucihormetica verrucosa	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	detritivore

Lucilia sericata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland, freshwater	yes	detritivore

Luciola cruciata	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Luciola italica	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Luciola lateralis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, soil	yes	herbivore

Lutzomyia anduzei	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	detritivore

Lutzomyia ayacuchensis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	carnivore

Lutzomyia flaviscutellata	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	parasite

Lutzomyia gomezi	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	herbivore

Lutzomyia intermedia	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	carnivore

Lutzomyia longipalpis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	carnivore

Lutzomyia olmeca	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	herbivore

Lutzomyia shannoni	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	parasite

Lutzomyia verrucarum	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	herbivore

Lutzomyia whitmani	GenusAndSpecies	2025-05-01 23:11:52	Diptera	soil	yes	herbivore

Lycaena phlaeas	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Lycorma delicatula	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	yes	parasite

Lycosa tarantula	GenusAndSpecies	2025-05-01 23:11:52	Araneae	urban	no	carnivore

Lygus lineolaris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	detritivore

Macdunnoa brunnea	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	carnivore

Machimus atricapillus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	carnivore

Machimus cingulatus	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	parasite

Macrocheles muscaedomesticae	GenusAndSpecies	2025-05-01 23:11:52		soil	no	herbivore

Macrodontia cervicornis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	carnivore

Macrolophus pygmaeus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	carnivore

Macromantis hyalina	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland, freshwater	no	carnivore

Macromia taeniolata	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	herbivore

Macroperipatus torquatus	GenusAndSpecies	2025-05-01 23:11:52		forest	no	carnivore

Macrosteles quadrilineatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	herbivore

Macrotermes bellicosus	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	herbivore

Macrotristria angularis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Magicicada cassini	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Magicicada septendecim	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Magicicada septendecula	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Magicicada tredecim	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	soil	no	herbivore

Manduca sexta	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	herbivore

Mansonia uniformis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	freshwater, urban	no	carnivore

Mantis religiosa	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Maratus volans	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	scavenger

Marava arachidis	GenusAndSpecies	2025-05-01 23:11:52	Dermaptera	soil	no	detritivore

Martarega bentoi	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Martarega brasiliensis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Martarega gonostyla	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	carnivore

Martarega mexicana	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	freshwater	no	herbivore

Martarega uruguayensis	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, freshwater	no	herbivore

Mastigoproctus cinteotl	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	carnivore

Mastigoproctus colombianus	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	herbivore

Mastigoproctus dominicanus	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	herbivore

Mastigoproctus floridanus	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	carnivore

Mastigoproctus formosus	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	herbivore

Mastigoproctus franckei	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	carnivore

Mastigoproctus giganteus	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	carnivore

Mastigoproctus maximus	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	carnivore

Mastigoproctus proscorpio	GenusAndSpecies	2025-05-01 23:11:52	Thelyphonida	soil	no	carnivore

Mecistocephalus guildingii	GenusAndSpecies	2025-05-01 23:11:52	Chilopoda	soil	no	herbivore

Medauroidea extradentata	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	parasite

Megabothris abantis	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	omnivore

Megabunus diadema	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	carnivore

Megacephala virginica	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Megachile rotundata	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest	no	herbivore

Megacrania tsudai	GenusAndSpecies	2025-05-01 23:11:52	Phasmatodea	forest	no	carnivore

Megaloprepus caerulatus	GenusAndSpecies	2025-05-01 23:11:52	Odonata	freshwater	yes	parasite

Megamelus scutellaris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	grassland	no	carnivore

Megaphorus willistoni	GenusAndSpecies	2025-05-01 23:11:52	Diptera	grassland	yes	herbivore

Megascolia procer	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	forest, grassland	yes	parasite

Melanocanthon nigricornis	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	carnivore

Melanolestes picipes	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	varied	no	herbivore

Melanoplus bivittatus	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Melanoplus differentialis	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Melanoplus sanguinipes	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Melanostoma scalare	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	herbivore

Melipona beecheii	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	herbivore

Melipona scutellaris	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	grassland	no	carnivore

Meliscaeva cinctella	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	parasite

Menacanthus stramineus	GenusAndSpecies	2025-05-01 23:11:52		forest	no	herbivore

Merodon equestris	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, grassland	yes	herbivore

Mesaphorura macrochaeta	GenusAndSpecies	2025-05-01 23:11:52	Hexapoda	soil	no	herbivore

Mesobuthus tamulus	GenusAndSpecies	2025-05-01 23:11:52	Scorpiones	desert	no	herbivore

Mesopsocus unipunctatus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Metaperipatus blainvillei	GenusAndSpecies	2025-05-01 23:11:52		forest	no	carnivore

Metriocnemus knabi	GenusAndSpecies	2025-05-01 23:11:52	Diptera	forest, freshwater	yes	detritivore

Metylophorus nebulosus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	no	herbivore

Micrasema minimum	GenusAndSpecies	2025-05-01 23:11:52	Trichoptera	freshwater, soil	yes	herbivore

Micrathena gracilis	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest, grassland	no	herbivore

Microcentrum rhombifolium	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Microcephalothrips abdominalis	GenusAndSpecies	2025-05-01 23:11:52	Thysanoptera	grassland	no	herbivore

Microcerotermes bugnioni	GenusAndSpecies	2025-05-01 23:11:52	Blattodea	urban	no	carnivore

Micropacter yagerae	GenusAndSpecies	2025-05-01 23:11:52		soil	no	scavenger

Microweisea misella	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest, grassland	no	detritivore

Miogryllus verticalis	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	herbivore

Miomantis caffra	GenusAndSpecies	2025-05-01 23:11:52	Mantodea	grassland	no	carnivore

Miris striatus	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	no	herbivore

Misumena vatia	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Mitopus morio	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	detritivore

Mitostoma chrysomelas	GenusAndSpecies	2025-05-01 23:11:52	Opiliones	soil	no	herbivore

Modicogryllus siamensis	GenusAndSpecies	2025-05-01 23:11:52	Orthoptera	grassland	no	carnivore

Monocentropus balfouri	GenusAndSpecies	2025-05-01 23:11:52	Araneae	forest	no	carnivore

Monochamus scutellatus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	forest	no	parasite

Monopsyllus sciurorum	GenusAndSpecies	2025-05-01 23:11:52	Siphonaptera	forest, grassland	no	herbivore

Mormidea pictiventris	GenusAndSpecies	2025-05-01 23:11:52	Hemiptera	forest, grassland	yes	parasite

Morpho peleides	GenusAndSpecies	2025-05-01 23:11:52	Lepidoptera	forest, grassland	yes	detritivore

Musca autumnalis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca conducens	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca convexifrons	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca domestica	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca osiris	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca pattoni	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca sorbens	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca tempestiva	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca vetustissima	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	herbivore

Musca vitripennis	GenusAndSpecies	2025-05-01 23:11:52	Diptera	urban	yes	carnivore

Mycetophila fungorum	GenusAndSpecies	2025-05-01 23:11:52	Diptera	varied	yes	detritivore

Mycetoporus lepidus	GenusAndSpecies	2025-05-01 23:11:52	Coleoptera	soil	no	herbivore

Myopsocus sparsimaculatus	GenusAndSpecies	2025-05-01 23:11:52	Psocodea	soil	yes	parasite

Myrmecia gulosa	GenusAndSpecies	2025-05-01 23:11:52	Hymenoptera	soil	no	herbivore

